glossary;path;typology;True_start
DOWNSTREAM INTERLOCK;xx_main_interface_downstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:26
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:26
MACHINE WAITING FOR PRODUCTS;xx_main_motorization_manager._motman.production_wait_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:28
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:28
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:28
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:28
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:28
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:28
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:28
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:28
MACHINE WAITING FOR PRODUCTS;xx.mch.wait_production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:28
MACHINE WAIT FOR PRODUCT FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_wait_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:28
DOWNSTREAM INTERLOCK;xx_main_interface_downstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:28
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:29
MACHINE WAITING FOR PRODUCTS;xx_main_motorization_manager._motman.production_wait_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:30
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:30
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:30
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:30
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:31
 5: STOPPED;xx_hopper_pusher_5.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:35
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_5_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:35
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:35
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:35
 GATE OPEN;xx_hopper_checkcard_handler.gate_5_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:35
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:35
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:35
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:37
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:38
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:38
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[4];MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:39
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:39
 4: STOPPED;xx_hopper_pusher_4.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:39
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:39
 GATE OPEN;xx_hopper_checkcard_handler.gate_4_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:39
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:39
 RESERVE EMPTY;xx_blank_lever_handler.buffer_empty_wsm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:43
 3: STOPPED;xx_hopper_pusher_3.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:43
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_3_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:43
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:43
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:43
 GATE OPEN;xx_hopper_checkcard_handler.gate_3_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:43
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:43
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:45
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:46
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_1_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:46
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:46
 2: STOPPED;xx_hopper_pusher_2.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:46
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_2_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:46
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:46
 GATE OPEN;xx_hopper_checkcard_handler.gate_1_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:46
 GATE OPEN;xx_hopper_checkcard_handler.gate_2_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:46
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:46
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:46
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:46
 GATE OPEN;xx_hopper_checkcard_handler.gate_1_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:46
 3: STOPPED;xx_hopper_pusher_3.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:46
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:46
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_3_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:46
 GATE OPEN;xx_hopper_checkcard_handler.gate_3_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:46
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:46
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:48
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:48
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:49
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:49
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:49
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:49
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:49
MACHINE WAITING FOR PRODUCTS;xx.mch.wait_production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:49
MACHINE WAIT FOR PRODUCT FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_wait_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:49
DOWNSTREAM INTERLOCK;xx_main_interface_downstream.interlock_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:49
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:49
MACHINE WAITING FOR PRODUCTS;xx_main_motorization_manager._motman.production_wait_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:50
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:50
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:50
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:50
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:51
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:51
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:53
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:54
 6: STOPPED;xx_hopper_pusher_6.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:54
  JAM;xx_hopper_pusher_6.sensor_jam_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:54
 GATE OPEN;xx_hopper_checkcard_handler.gate_6_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:54
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:54
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:54
 6: STOPPED;xx_hopper_pusher_6.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:54
  JAM;xx_hopper_pusher_6.sensor_jam_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:54
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:54
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:54
 GATE OPEN;xx_hopper_checkcard_handler.gate_6_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:54
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:54
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:55
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[2];MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:55
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:55
 2: STOPPED;xx_hopper_pusher_2.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:55
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:55
 GATE OPEN;xx_hopper_checkcard_handler.gate_2_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:55
 3: STOPPED;xx_hopper_pusher_3.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:55
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_3_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:55
 GATE OPEN;xx_hopper_checkcard_handler.gate_3_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:56
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:56
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_1_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:56
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:56
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[6];MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:58
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:58
 6: STOPPED;xx_hopper_pusher_6.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:58
  JAM;xx_hopper_pusher_6.sensor_jam_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:58
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:58
 GATE OPEN;xx_hopper_checkcard_handler.gate_6_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:59
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:59
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:59
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:59
 6: STOPPED;xx_hopper_pusher_6.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 21:59
  JAM;xx_hopper_pusher_6.sensor_jam_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:59
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:59
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 21:59
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:59
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:59
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:59
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 21:59
 REEL ENDED;xx_alufoil_preunwindingunit_reels_radius.ending_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 22:02
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:03
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:03
 6: STOPPED;xx_hopper_pusher_6.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 22:03
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_6_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:03
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:03
 GATE OPEN;xx_hopper_checkcard_handler.gate_6_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:03
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:03
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[1];MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:04
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:04
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 22:04
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:04
 GATE OPEN;xx_hopper_checkcard_handler.gate_1_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:04
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:04
 JAM;xx_alufoil_cutunit_papercheck._chksect.too_many_failed_checks_aem.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:05
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:05
MOVE MANUALLY  KNIFE;xx_alufoil_cutunit_handler.move_knife_manually_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 22:05
 GROUP NOT READY;xx_alufoil_cutunit_handler.group_is_not_ready_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:05
MAIN GUARD OPEN;xx_main_safety_guards_mainguard.closed_switch_sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:05
DRIVE BREAKDOWN;xx_main_drives._1a81_drv.channel_a_fault_fsm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:06
 KNIFE LEFT GUARD OPEN;xx_alufoil_cutunit_handler.knife_safety_guard_closed_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:06
 KNIFE RIGHT GUARD OPEN;xx_main_safety_guards_alufoilknifeguard.sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:06
 KNIFE VACUUM LOW LEVEL;xx_alufoil_cutunit_handler.knife_vacuum_sact.active_fem.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:06
BUMPER OPEN;xx_main_safety_guards_mainguard.bumper_sio.protection_asm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/01/2016 22:06
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:06
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:06
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:07
PHASE DISPLACEMENT: MACHINE ENCODERS;xx_main_motorization_machineencoder.encoders_position_difference_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:07
 SPLICER GUARD OPEN;xx_main_safety_guards_alufoilsplicer.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:10
TOO MANY REJECTS;xx_inspection_lds.consecutive_equipment_reject_nsm[3];MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:11
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:11
 3: STOPPED;xx_hopper_pusher_3.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 22:11
 GATE OPEN;xx_hopper_checkcard_handler.gate_3_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:11
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:11
 2: STOPPED;xx_hopper_pusher_2.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 22:11
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_2_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:11
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:11
 JAM;xx_alufoil_cutunit_papercheck._chksect.too_many_failed_checks_aem.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:12
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:12
MOVE MANUALLY  KNIFE;xx_alufoil_cutunit_handler.move_knife_manually_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 22:12
 GROUP NOT READY;xx_alufoil_cutunit_handler.group_is_not_ready_asm;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:12
MAIN GUARD OPEN;xx_main_safety_guards_mainguard.closed_switch_sio.protection_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:12
 KNIFE LEFT GUARD OPEN;xx_alufoil_cutunit_handler.knife_safety_guard_closed_dchk.alarm_asm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:12
DRIVE BREAKDOWN;xx_main_drives._1a81_drv.channel_a_fault_fsm.message;MESSAGE_TYPOLOGY_ABNORMAL;10/01/2016 22:12
MAIN GUARD SAFETY OPENING OPEN;xx_main_safety_guards_mainguard.opened_switch_sio.protection_asm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/01/2016 22:13
BUMPER OPEN;xx_main_safety_guards_mainguard.bumper_sio.protection_asm.message;MESSAGE_TYPOLOGY_NOT_VISIBLE;10/01/2016 22:13
MACHINE IN PRODUCTION;xx.mch.production_log_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:13
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:13
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:13
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:14
PHASE DISPLACEMENT: MACHINE ENCODERS;xx_main_motorization_machineencoder.encoders_position_difference_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:14
CRANE IN FAULT;xx_main_interface_materialautomation_crane.fault_present_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:18
 1: STOPPED;xx_hopper_pusher_1.pusher_stop_osm;MESSAGE_TYPOLOGY_OBLIGATION;10/01/2016 22:21
  EMPTY;xx_hopper_checkcard_handler.hopper_pusher_1_empty_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:21
LOW PRODUCTION SPEED;xx_main_motorization_manager._motman.production_at_low_speed_internal_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:21
 CURTAIN OPEN;xx_main_safety_guards_hopperopticalbarrier.sio.protection_asm.message;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:21
 GATE OPEN;xx_hopper_checkcard_handler.gate_1_open_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:21
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:21
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:21
CRANE IN FAULT;xx_main_interface_materialautomation_crane.fault_present_nsm;MESSAGE_TYPOLOGY_NORMAL;10/01/2016 22:21
LOW PRODUCTION SPEED FROM DOWNSTREAM;xx_main_motorization_manager._motman.production_at_low_speed_external_down_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:22
NOMINAL SPEED;xx_main_motorization_manager._motman.production_at_nominal_speed_lsm.message;MESSAGE_TYPOLOGY_LOGGER;10/01/2016 22:22
