Machine;Model_ID;Model_Name;Score;Execution_Date
Machine_01;Machine_01_Fault_01;ENGINE BREAK;97%;09-23-2016 01:37:28
Machine_01;Machine_01_Fault_02;JAM;20%;09-23-2016 01:37:42
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;75%;09-23-2016 01:38:34
Machine_02;Machine_02_Fault_03;ROTOR BREAK;74%;09-23-2016 01:39:47
Machine_02;Machine_02_Fault_04;HEAT PUMP;99%;09-23-2016 01:41:21
Machine_02;Machine_02_Fault_05;VACUUM;2%;09-23-2016 01:41:46
Machine_01;Machine_01_Fault_01;ENGINE BREAK;86%;09-23-2016 01:42:50
Machine_01;Machine_01_Fault_02;JAM;37%;09-23-2016 01:44:02
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;8%;09-23-2016 01:44:40
Machine_02;Machine_02_Fault_03;ROTOR BREAK;93%;09-23-2016 01:45:12
Machine_02;Machine_02_Fault_04;HEAT PUMP;35%;09-23-2016 01:53:04
Machine_02;Machine_02_Fault_05;VACUUM;47%;09-23-2016 01:35:47
Machine_01;Machine_01_Fault_01;ENGINE BREAK;49%;09-23-2016 01:26:08
Machine_01;Machine_01_Fault_02;JAM;64%;09-23-2016 01:28:00
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;59%;09-23-2016 01:28:50
Machine_02;Machine_02_Fault_03;ROTOR BREAK;46%;09-23-2016 01:29:38
Machine_02;Machine_02_Fault_04;HEAT PUMP;84%;09-23-2016 01:31:08
Machine_02;Machine_02_Fault_05;VACUUM;94%;09-23-2016 01:32:02
Machine_01;Machine_01_Fault_01;ENGINE BREAK;24%;09-23-2016 01:32:21
Machine_01;Machine_01_Fault_02;JAM;12%;09-23-2016 01:32:44
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;89%;09-23-2016 01:33:50
Machine_02;Machine_02_Fault_03;ROTOR BREAK;54%;09-23-2016 01:34:35
Machine_02;Machine_02_Fault_04;HEAT PUMP;84%;09-23-2016 01:49:09
Machine_02;Machine_02_Fault_05;VACUUM;32%;09-23-2016 01:56:04
Machine_01;Machine_01_Fault_01;ENGINE BREAK;79%;09-23-2016 01:55:25
Machine_01;Machine_01_Fault_02;JAM;64%;09-23-2016 02:01:30
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;31%;09-23-2016 01:57:47
Machine_02;Machine_02_Fault_03;ROTOR BREAK;56%;09-23-2016 02:04:04
Machine_02;Machine_02_Fault_04;HEAT PUMP;96%;09-23-2016 02:03:06
Machine_02;Machine_02_Fault_05;VACUUM;14%;09-23-2016 02:02:39
Machine_01;Machine_01_Fault_01;ENGINE BREAK;62%;09-23-2016 02:02:17
Machine_01;Machine_01_Fault_02;JAM;73%;09-23-2016 02:01:53
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;66%;09-23-2016 02:09:50
Machine_02;Machine_02_Fault_03;ROTOR BREAK;24%;09-23-2016 02:11:06
Machine_02;Machine_02_Fault_04;HEAT PUMP;10%;09-23-2016 02:03:07
Machine_02;Machine_02_Fault_05;VACUUM;66%;09-23-2016 02:05:38
Machine_01;Machine_01_Fault_01;ENGINE BREAK;62%;09-23-2016 00:04:46
Machine_01;Machine_01_Fault_02;JAM;63%;09-23-2016 00:05:25
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;7%;09-23-2016 00:05:08
Machine_02;Machine_02_Fault_03;ROTOR BREAK;21%;09-23-2016 00:06:09
Machine_02;Machine_02_Fault_04;HEAT PUMP;22%;09-23-2016 00:07:06
Machine_02;Machine_02_Fault_05;VACUUM;80%;09-23-2016 00:07:00
Machine_01;Machine_01_Fault_01;ENGINE BREAK;80%;09-23-2016 00:06:42
Machine_01;Machine_01_Fault_02;JAM;87%;09-23-2016 00:11:19
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;12%;09-23-2016 00:09:45
Machine_02;Machine_02_Fault_03;ROTOR BREAK;44%;09-23-2016 00:14:34
Machine_02;Machine_02_Fault_04;HEAT PUMP;10%;09-23-2016 00:15:23
Machine_02;Machine_02_Fault_05;VACUUM;11%;09-23-2016 00:19:11
Machine_01;Machine_01_Fault_01;ENGINE BREAK;34%;09-23-2016 00:18:22
Machine_01;Machine_01_Fault_02;JAM;20%;09-23-2016 00:22:32
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;77%;09-23-2016 00:34:00
Machine_02;Machine_02_Fault_03;ROTOR BREAK;53%;09-23-2016 00:25:33
Machine_02;Machine_02_Fault_04;HEAT PUMP;46%;09-23-2016 00:26:36
Machine_02;Machine_02_Fault_05;VACUUM;42%;09-23-2016 00:28:02
Machine_01;Machine_01_Fault_01;ENGINE BREAK;70%;09-23-2016 00:28:23
Machine_01;Machine_01_Fault_02;JAM;69%;09-23-2016 00:29:59
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;78%;09-23-2016 00:31:33
Machine_02;Machine_02_Fault_03;ROTOR BREAK;17%;09-23-2016 00:32:22
Machine_02;Machine_02_Fault_04;HEAT PUMP;16%;09-23-2016 00:33:50
Machine_02;Machine_02_Fault_05;VACUUM;81%;09-23-2016 00:35:05
Machine_01;Machine_01_Fault_01;ENGINE BREAK;34%;09-23-2016 00:37:00
Machine_01;Machine_01_Fault_02;JAM;16%;09-23-2016 00:38:35
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;76%;09-23-2016 00:40:35
Machine_02;Machine_02_Fault_03;ROTOR BREAK;65%;09-23-2016 00:45:02
Machine_02;Machine_02_Fault_04;HEAT PUMP;31%;09-23-2016 00:46:12
Machine_02;Machine_02_Fault_05;VACUUM;25%;09-23-2016 00:48:23
Machine_01;Machine_01_Fault_01;ENGINE BREAK;21%;09-23-2016 00:48:27
Machine_01;Machine_01_Fault_02;JAM;74%;09-23-2016 00:48:29
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;11%;09-23-2016 01:07:20
Machine_02;Machine_02_Fault_03;ROTOR BREAK;54%;09-23-2016 01:10:02
Machine_02;Machine_02_Fault_04;HEAT PUMP;25%;09-23-2016 01:09:40
Machine_02;Machine_02_Fault_05;VACUUM;90%;09-23-2016 01:12:02
Machine_01;Machine_01_Fault_01;ENGINE BREAK;92%;09-23-2016 01:12:24
Machine_01;Machine_01_Fault_02;JAM;69%;09-23-2016 01:13:28
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;45%;09-23-2016 01:14:49
Machine_02;Machine_02_Fault_03;ROTOR BREAK;70%;09-23-2016 01:15:45
Machine_02;Machine_02_Fault_04;HEAT PUMP;8%;09-23-2016 01:16:12
Machine_02;Machine_02_Fault_05;VACUUM;56%;09-23-2016 01:16:46
Machine_01;Machine_01_Fault_01;ENGINE BREAK;1%;09-23-2016 01:19:51
Machine_01;Machine_01_Fault_02;JAM;96%;09-23-2016 01:03:57
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;24%;09-23-2016 01:02:53
Machine_02;Machine_02_Fault_03;ROTOR BREAK;98%;09-23-2016 00:58:09
Machine_02;Machine_02_Fault_04;HEAT PUMP;28%;09-23-2016 00:56:43
Machine_02;Machine_02_Fault_05;VACUUM;93%;09-23-2016 00:54:56
Machine_01;Machine_01_Fault_01;ENGINE BREAK;93%;09-23-2016 00:53:30
Machine_01;Machine_01_Fault_02;JAM;42%;09-23-2016 00:52:49
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;17%;09-23-2016 00:51:27
Machine_02;Machine_02_Fault_03;ROTOR BREAK;40%;09-23-2016 01:04:02
Machine_02;Machine_02_Fault_04;HEAT PUMP;4%;09-23-2016 01:06:17
Machine_02;Machine_02_Fault_05;VACUUM;99%;09-23-2016 01:06:50
Machine_01;Machine_01_Fault_01;ENGINE BREAK;11%;09-23-2016 01:20:08
Machine_01;Machine_01_Fault_02;JAM;73%;09-23-2016 01:20:08
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;72%;09-23-2016 01:22:08
Machine_02;Machine_02_Fault_03;ROTOR BREAK;18%;09-23-2016 01:23:07
Machine_02;Machine_02_Fault_04;HEAT PUMP;91%;09-23-2016 01:21:15
Machine_02;Machine_02_Fault_05;VACUUM;49%;09-23-2016 01:22:02
Machine_01;Machine_01_Fault_01;ENGINE BREAK;30%;09-23-2016 01:25:05
Machine_01;Machine_01_Fault_02;JAM;28%;09-23-2016 01:35:26
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;54%;09-23-2016 01:36:22
Machine_02;Machine_02_Fault_03;ROTOR BREAK;80%;09-23-2016 01:36:45
Machine_02;Machine_02_Fault_04;HEAT PUMP;0%;09-23-2016 01:37:28
Machine_02;Machine_02_Fault_05;VACUUM;60%;09-23-2016 01:37:42
Machine_01;Machine_01_Fault_01;ENGINE BREAK;100%;09-23-2016 01:38:34
Machine_01;Machine_01_Fault_02;JAM;22%;09-23-2016 01:39:47
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;65%;09-23-2016 01:41:21
Machine_02;Machine_02_Fault_03;ROTOR BREAK;12%;09-23-2016 01:41:46
Machine_02;Machine_02_Fault_04;HEAT PUMP;79%;09-23-2016 01:42:50
Machine_02;Machine_02_Fault_05;VACUUM;56%;09-23-2016 01:44:02
Machine_01;Machine_01_Fault_01;ENGINE BREAK;90%;09-23-2016 01:44:40
Machine_01;Machine_01_Fault_02;JAM;96%;09-23-2016 01:45:12
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;6%;09-23-2016 01:53:04
Machine_02;Machine_02_Fault_03;ROTOR BREAK;40%;09-23-2016 01:35:47
Machine_02;Machine_02_Fault_04;HEAT PUMP;34%;09-23-2016 01:26:08
Machine_02;Machine_02_Fault_05;VACUUM;48%;09-23-2016 01:28:00
Machine_01;Machine_01_Fault_01;ENGINE BREAK;31%;09-23-2016 01:28:50
Machine_01;Machine_01_Fault_02;JAM;55%;09-23-2016 01:29:38
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;43%;09-23-2016 01:31:08
Machine_02;Machine_02_Fault_03;ROTOR BREAK;75%;09-23-2016 01:32:02
Machine_02;Machine_02_Fault_04;HEAT PUMP;86%;09-23-2016 01:32:21
Machine_02;Machine_02_Fault_05;VACUUM;81%;09-23-2016 01:32:44
Machine_01;Machine_01_Fault_01;ENGINE BREAK;39%;09-23-2016 01:33:50
Machine_01;Machine_01_Fault_02;JAM;52%;09-23-2016 01:34:35
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;39%;09-23-2016 01:49:09
Machine_02;Machine_02_Fault_03;ROTOR BREAK;62%;09-23-2016 00:04:34
Machine_02;Machine_02_Fault_04;HEAT PUMP;91%;09-23-2016 00:05:21
Machine_02;Machine_02_Fault_05;VACUUM;1%;09-23-2016 00:05:08
Machine_01;Machine_01_Fault_01;ENGINE BREAK;30%;09-23-2016 00:06:20
Machine_01;Machine_01_Fault_02;JAM;28%;09-23-2016 00:06:59
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;77%;09-23-2016 00:07:24
Machine_02;Machine_02_Fault_03;ROTOR BREAK;49%;09-23-2016 00:09:03
Machine_02;Machine_02_Fault_04;HEAT PUMP;14%;09-23-2016 00:10:08
Machine_02;Machine_02_Fault_05;VACUUM;71%;09-23-2016 00:09:29
Machine_01;Machine_01_Fault_01;ENGINE BREAK;45%;09-23-2016 00:15:16
Machine_01;Machine_01_Fault_02;JAM;43%;09-23-2016 00:15:30
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;93%;09-23-2016 00:18:07
Machine_02;Machine_02_Fault_03;ROTOR BREAK;38%;09-23-2016 00:18:19
Machine_02;Machine_02_Fault_04;HEAT PUMP;30%;09-23-2016 00:22:38
Machine_02;Machine_02_Fault_05;VACUUM;57%;09-23-2016 00:23:43
Machine_01;Machine_01_Fault_01;ENGINE BREAK;65%;09-23-2016 00:25:50
Machine_01;Machine_01_Fault_02;JAM;53%;09-23-2016 00:26:42
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;94%;09-23-2016 00:28:06
Machine_02;Machine_02_Fault_03;ROTOR BREAK;18%;09-23-2016 00:29:06
Machine_02;Machine_02_Fault_04;HEAT PUMP;51%;09-23-2016 00:30:03
Machine_02;Machine_02_Fault_05;VACUUM;60%;09-23-2016 00:31:51
Machine_01;Machine_01_Fault_01;ENGINE BREAK;14%;09-23-2016 00:32:42
Machine_01;Machine_01_Fault_02;JAM;86%;09-23-2016 00:27:34
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;98%;09-23-2016 00:35:11
Machine_02;Machine_02_Fault_03;ROTOR BREAK;48%;09-23-2016 00:38:33
Machine_02;Machine_02_Fault_04;HEAT PUMP;10%;09-23-2016 00:38:38
Machine_02;Machine_02_Fault_05;VACUUM;30%;09-23-2016 00:41:52
Machine_01;Machine_01_Fault_01;ENGINE BREAK;95%;09-23-2016 00:45:42
Machine_01;Machine_01_Fault_02;JAM;41%;09-23-2016 00:46:52
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;20%;09-23-2016 00:49:11
Machine_02;Machine_02_Fault_03;ROTOR BREAK;32%;09-23-2016 00:48:49
Machine_02;Machine_02_Fault_04;HEAT PUMP;68%;09-23-2016 01:17:38
Machine_02;Machine_02_Fault_05;VACUUM;53%;09-23-2016 01:07:30
Machine_01;Machine_01_Fault_01;ENGINE BREAK;9%;09-23-2016 01:08:32
Machine_01;Machine_01_Fault_02;JAM;9%;09-23-2016 01:38:33
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;41%;09-23-2016 01:12:07
Machine_02;Machine_02_Fault_03;ROTOR BREAK;52%;09-23-2016 01:12:37
Machine_02;Machine_02_Fault_04;HEAT PUMP;16%;09-23-2016 01:14:04
Machine_02;Machine_02_Fault_05;VACUUM;80%;09-23-2016 01:14:53
Machine_01;Machine_01_Fault_01;ENGINE BREAK;54%;09-23-2016 01:15:57
Machine_01;Machine_01_Fault_02;JAM;39%;09-23-2016 01:16:20
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;32%;09-23-2016 01:16:53
Machine_02;Machine_02_Fault_03;ROTOR BREAK;69%;09-23-2016 01:17:20
Machine_02;Machine_02_Fault_04;HEAT PUMP;32%;09-23-2016 01:03:33
Machine_02;Machine_02_Fault_05;VACUUM;2%;09-23-2016 01:01:26
Machine_01;Machine_01_Fault_01;ENGINE BREAK;5%;09-23-2016 00:56:56
Machine_01;Machine_01_Fault_02;JAM;30%;09-23-2016 00:56:34
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;65%;09-23-2016 00:54:10
Machine_02;Machine_02_Fault_03;ROTOR BREAK;32%;09-23-2016 00:53:25
Machine_02;Machine_02_Fault_04;HEAT PUMP;36%;09-23-2016 00:52:15
Machine_02;Machine_02_Fault_05;VACUUM;86%;09-23-2016 00:51:14
Machine_01;Machine_01_Fault_01;ENGINE BREAK;29%;09-23-2016 01:04:13
Machine_01;Machine_01_Fault_02;JAM;62%;09-23-2016 01:06:22
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;78%;09-23-2016 01:06:54
Machine_02;Machine_02_Fault_03;ROTOR BREAK;76%;09-23-2016 01:20:08
Machine_02;Machine_02_Fault_04;HEAT PUMP;78%;09-23-2016 01:23:45
Machine_02;Machine_02_Fault_05;VACUUM;46%;09-23-2016 01:22:12
Machine_01;Machine_01_Fault_01;ENGINE BREAK;24%;09-23-2016 01:20:49
Machine_01;Machine_01_Fault_02;JAM;48%;09-23-2016 01:21:18
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;52%;09-23-2016 01:24:20
Machine_02;Machine_02_Fault_03;ROTOR BREAK;82%;09-23-2016 01:25:05
Machine_02;Machine_02_Fault_04;HEAT PUMP;99%;09-23-2016 01:35:41
Machine_02;Machine_02_Fault_05;VACUUM;28%;09-23-2016 01:36:27
Machine_01;Machine_01_Fault_01;ENGINE BREAK;54%;09-23-2016 01:36:52
Machine_01;Machine_01_Fault_02;JAM;100%;09-23-2016 01:37:33
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;25%;09-23-2016 01:38:13
Machine_02;Machine_02_Fault_03;ROTOR BREAK;27%;09-23-2016 01:38:59
Machine_02;Machine_02_Fault_04;HEAT PUMP;4%;09-23-2016 01:40:05
Machine_02;Machine_02_Fault_05;VACUUM;27%;09-23-2016 01:41:28
Machine_01;Machine_01_Fault_01;ENGINE BREAK;60%;09-23-2016 01:42:32
Machine_01;Machine_01_Fault_02;JAM;23%;09-23-2016 01:43:45
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;40%;09-23-2016 01:44:17
Machine_02;Machine_02_Fault_03;ROTOR BREAK;12%;09-23-2016 01:44:52
Machine_02;Machine_02_Fault_04;HEAT PUMP;59%;09-23-2016 01:45:34
Machine_02;Machine_02_Fault_05;VACUUM;2%;09-23-2016 01:46:18
Machine_01;Machine_01_Fault_01;ENGINE BREAK;30%;09-23-2016 01:25:53
Machine_01;Machine_01_Fault_02;JAM;17%;09-23-2016 01:27:14
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;89%;09-23-2016 01:28:09
Machine_02;Machine_02_Fault_03;ROTOR BREAK;55%;09-23-2016 01:29:19
Machine_02;Machine_02_Fault_04;HEAT PUMP;28%;09-23-2016 01:29:58
Machine_02;Machine_02_Fault_05;VACUUM;57%;09-23-2016 01:31:23
Machine_01;Machine_01_Fault_01;ENGINE BREAK;99%;09-23-2016 01:32:13
Machine_01;Machine_01_Fault_02;JAM;34%;09-23-2016 01:32:24
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;43%;09-23-2016 01:33:10
Machine_02;Machine_02_Fault_03;ROTOR BREAK;10%;09-23-2016 01:34:10
Machine_02;Machine_02_Fault_04;HEAT PUMP;20%;09-23-2016 01:34:39
Machine_02;Machine_02_Fault_05;VACUUM;38%;09-23-2016 01:53:28
Machine_01;Machine_01_Fault_01;ENGINE BREAK;52%;09-23-2016 02:12:40
Machine_01;Machine_01_Fault_02;JAM;51%;09-23-2016 01:56:04
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;44%;09-23-2016 01:58:13
Machine_02;Machine_02_Fault_03;ROTOR BREAK;64%;09-23-2016 02:01:34
Machine_02;Machine_02_Fault_04;HEAT PUMP;51%;09-23-2016 02:03:33
Machine_02;Machine_02_Fault_05;VACUUM;57%;09-23-2016 02:02:51
Machine_01;Machine_01_Fault_01;ENGINE BREAK;93%;09-23-2016 02:02:31
Machine_01;Machine_01_Fault_02;JAM;59%;09-23-2016 02:02:13
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;64%;09-23-2016 02:08:19
Machine_02;Machine_02_Fault_03;ROTOR BREAK;72%;09-23-2016 02:09:55
Machine_02;Machine_02_Fault_04;HEAT PUMP;33%;09-23-2016 02:11:16
Machine_02;Machine_02_Fault_05;VACUUM;86%;09-23-2016 02:02:34
Machine_01;Machine_01_Fault_01;ENGINE BREAK;29%;09-23-2016 02:04:56
Machine_01;Machine_01_Fault_02;JAM;15%;09-23-2016 00:04:34
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;83%;09-23-2016 00:05:21
Machine_02;Machine_02_Fault_03;ROTOR BREAK;65%;09-23-2016 00:05:08
Machine_02;Machine_02_Fault_04;HEAT PUMP;57%;09-23-2016 00:06:20
Machine_02;Machine_02_Fault_05;VACUUM;60%;09-23-2016 00:06:59
Machine_01;Machine_01_Fault_01;ENGINE BREAK;64%;09-23-2016 00:07:24
Machine_01;Machine_01_Fault_02;JAM;69%;09-23-2016 00:09:03
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;88%;09-23-2016 00:10:08
Machine_02;Machine_02_Fault_03;ROTOR BREAK;46%;09-23-2016 00:09:29
Machine_02;Machine_02_Fault_04;HEAT PUMP;88%;09-23-2016 00:15:16
Machine_02;Machine_02_Fault_05;VACUUM;89%;09-23-2016 00:15:30
Machine_01;Machine_01_Fault_01;ENGINE BREAK;45%;09-23-2016 00:18:07
Machine_01;Machine_01_Fault_02;JAM;86%;09-23-2016 00:18:19
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;55%;09-23-2016 00:22:38
Machine_02;Machine_02_Fault_03;ROTOR BREAK;45%;09-23-2016 00:23:43
Machine_02;Machine_02_Fault_04;HEAT PUMP;98%;09-23-2016 00:25:50
Machine_02;Machine_02_Fault_05;VACUUM;14%;09-23-2016 00:26:42
Machine_01;Machine_01_Fault_01;ENGINE BREAK;94%;09-23-2016 00:28:06
Machine_01;Machine_01_Fault_02;JAM;26%;09-23-2016 00:29:06
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;17%;09-23-2016 00:30:03
Machine_02;Machine_02_Fault_03;ROTOR BREAK;30%;09-23-2016 00:31:51
Machine_02;Machine_02_Fault_04;HEAT PUMP;75%;09-23-2016 00:32:42
Machine_02;Machine_02_Fault_05;VACUUM;65%;09-23-2016 00:27:34
Machine_01;Machine_01_Fault_01;ENGINE BREAK;19%;09-23-2016 00:35:11
Machine_01;Machine_01_Fault_02;JAM;66%;09-23-2016 00:38:33
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;47%;09-23-2016 00:38:38
Machine_02;Machine_02_Fault_03;ROTOR BREAK;90%;09-23-2016 00:41:52
Machine_02;Machine_02_Fault_04;HEAT PUMP;27%;09-23-2016 00:45:42
Machine_02;Machine_02_Fault_05;VACUUM;46%;09-23-2016 00:46:52
Machine_01;Machine_01_Fault_01;ENGINE BREAK;28%;09-23-2016 00:49:11
Machine_01;Machine_01_Fault_02;JAM;20%;09-23-2016 00:48:49
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;49%;09-23-2016 01:17:38
Machine_02;Machine_02_Fault_03;ROTOR BREAK;9%;09-23-2016 01:07:30
Machine_02;Machine_02_Fault_04;HEAT PUMP;44%;09-23-2016 01:08:32
Machine_02;Machine_02_Fault_05;VACUUM;17%;09-23-2016 01:38:33
Machine_01;Machine_01_Fault_01;ENGINE BREAK;43%;09-23-2016 01:12:07
Machine_01;Machine_01_Fault_02;JAM;23%;09-23-2016 01:12:37
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;16%;09-23-2016 01:14:04
Machine_02;Machine_02_Fault_03;ROTOR BREAK;73%;09-23-2016 01:14:53
Machine_02;Machine_02_Fault_04;HEAT PUMP;63%;09-23-2016 01:15:57
Machine_02;Machine_02_Fault_05;VACUUM;89%;09-23-2016 01:16:20
Machine_01;Machine_01_Fault_01;ENGINE BREAK;17%;09-23-2016 01:16:53
Machine_01;Machine_01_Fault_02;JAM;3%;09-23-2016 01:17:20
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;8%;09-23-2016 01:03:33
Machine_02;Machine_02_Fault_03;ROTOR BREAK;13%;09-23-2016 01:01:26
Machine_02;Machine_02_Fault_04;HEAT PUMP;85%;09-23-2016 00:56:56
Machine_02;Machine_02_Fault_05;VACUUM;65%;09-23-2016 00:56:34
Machine_01;Machine_01_Fault_01;ENGINE BREAK;78%;09-23-2016 00:54:10
Machine_01;Machine_01_Fault_02;JAM;66%;09-23-2016 00:53:25
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;73%;09-23-2016 00:52:15
Machine_02;Machine_02_Fault_03;ROTOR BREAK;55%;09-23-2016 00:51:14
Machine_02;Machine_02_Fault_04;HEAT PUMP;23%;09-23-2016 01:04:13
Machine_02;Machine_02_Fault_05;VACUUM;7%;09-23-2016 01:06:22
Machine_01;Machine_01_Fault_01;ENGINE BREAK;59%;09-23-2016 01:06:54
Machine_01;Machine_01_Fault_02;JAM;73%;09-23-2016 01:20:08
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;64%;09-23-2016 01:23:45
Machine_02;Machine_02_Fault_03;ROTOR BREAK;59%;09-23-2016 01:22:12
Machine_02;Machine_02_Fault_04;HEAT PUMP;30%;09-23-2016 01:20:49
Machine_02;Machine_02_Fault_05;VACUUM;51%;09-23-2016 01:21:18
Machine_01;Machine_01_Fault_01;ENGINE BREAK;22%;09-23-2016 01:24:20
Machine_01;Machine_01_Fault_02;JAM;17%;09-23-2016 01:25:05
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;20%;09-23-2016 01:35:41
Machine_02;Machine_02_Fault_03;ROTOR BREAK;35%;09-23-2016 01:36:27
Machine_02;Machine_02_Fault_04;HEAT PUMP;68%;09-23-2016 01:36:52
Machine_02;Machine_02_Fault_05;VACUUM;41%;09-23-2016 01:37:33
Machine_01;Machine_01_Fault_01;ENGINE BREAK;68%;09-23-2016 01:38:13
Machine_01;Machine_01_Fault_02;JAM;43%;09-23-2016 01:38:59
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;89%;09-23-2016 01:40:05
Machine_02;Machine_02_Fault_03;ROTOR BREAK;48%;09-23-2016 01:41:28
Machine_02;Machine_02_Fault_04;HEAT PUMP;22%;09-23-2016 01:42:32
Machine_02;Machine_02_Fault_05;VACUUM;100%;09-23-2016 01:43:45
Machine_01;Machine_01_Fault_01;ENGINE BREAK;96%;09-23-2016 01:44:17
Machine_01;Machine_01_Fault_02;JAM;12%;09-23-2016 01:44:52
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;92%;09-23-2016 01:45:34
Machine_02;Machine_02_Fault_03;ROTOR BREAK;93%;09-23-2016 01:46:18
Machine_02;Machine_02_Fault_04;HEAT PUMP;30%;09-23-2016 01:25:53
Machine_02;Machine_02_Fault_05;VACUUM;38%;09-23-2016 01:27:14
Machine_01;Machine_01_Fault_01;ENGINE BREAK;95%;09-23-2016 01:28:09
Machine_01;Machine_01_Fault_02;JAM;71%;09-23-2016 01:29:19
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;87%;09-23-2016 01:29:58
Machine_02;Machine_02_Fault_03;ROTOR BREAK;80%;09-23-2016 01:31:23
Machine_02;Machine_02_Fault_04;HEAT PUMP;66%;09-23-2016 01:32:13
Machine_02;Machine_02_Fault_05;VACUUM;89%;09-23-2016 01:32:24
Machine_01;Machine_01_Fault_01;ENGINE BREAK;34%;09-23-2016 01:33:10
Machine_01;Machine_01_Fault_02;JAM;19%;09-23-2016 01:34:10
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;19%;09-23-2016 01:34:39
Machine_02;Machine_02_Fault_03;ROTOR BREAK;33%;09-23-2016 01:53:28
Machine_02;Machine_02_Fault_04;HEAT PUMP;4%;09-23-2016 02:12:40
Machine_02;Machine_02_Fault_05;VACUUM;77%;09-23-2016 01:56:04
Machine_01;Machine_01_Fault_01;ENGINE BREAK;15%;09-23-2016 01:58:13
Machine_01;Machine_01_Fault_02;JAM;84%;09-23-2016 02:01:34
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;60%;09-23-2016 02:03:33
Machine_02;Machine_02_Fault_03;ROTOR BREAK;97%;09-23-2016 02:02:51
Machine_02;Machine_02_Fault_04;HEAT PUMP;24%;09-23-2016 02:02:31
Machine_02;Machine_02_Fault_05;VACUUM;21%;09-23-2016 02:02:13
Machine_01;Machine_01_Fault_01;ENGINE BREAK;44%;09-23-2016 02:08:19
Machine_01;Machine_01_Fault_02;JAM;76%;09-23-2016 02:09:55
Machine_01;Machine_01_Fault_03;HIGH POWER ABSORPTION;13%;09-23-2016 02:11:16
Machine_02;Machine_02_Fault_03;ROTOR BREAK;51%;09-23-2016 02:02:34
Machine_02;Machine_02_Fault_04;HEAT PUMP;45%;09-23-2016 02:04:56
Machine_02;Machine_02_Fault_05;VACUUM;41%;09-23-2016 00:04:34
